2023/04/21  03:13:00.00	   55.5481   19.3547
2023/04/21  03:15:00.00	   38.2354   14.2703
2023/04/21  03:17:00.00	   25.9457    8.1357
2023/04/21  05:03:00.00	  341.8114   40.4709
2023/04/21  05:05:00.00	  350.7828   23.6357
2023/04/21  05:06:01.00	  355.0101   12.4517
2023/04/21  06:51:00.00	  289.4238   10.1300
2023/04/21  06:53:00.00	  305.2968    9.4169
2023/04/21  06:54:01.00	  319.7464    6.8773
